id,title,location,type,department,url
215818,Systems Software Engineer - EA SPORTS™ NHL,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Systems-Software-Engineer-EA-SPORTS-NHL/215818
215819,Audio Software Engineer - EA SPORTS™ NHL,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Audio-Software-Engineer-EA-SPORTS-NHL/215819
215820,Development Manager - EA SPORTS™ NHL,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Development-Manager-EA-SPORTS-NHL/215820
215823,Rendering Software Engineer - EA SPORTS™ UFC,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Rendering-Software-Engineer-EA-SPORTS-UFC/215823
215824,Audio Software Engineer - EA SPORTS™ UFC,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Audio-Software-Engineer-EA-SPORTS-UFC/215824
215825,Systems Software Engineer - EA SPORTS™ UFC,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Systems-Software-Engineer-EA-SPORTS-UFC/215825
215826,Visual Designer - EA SPORTS™ UFC,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Visual-Designer-EA-SPORTS-UFC/215826
215827,Technical Artist - EA SPORTS™ UFC,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Technical-Artist-EA-SPORTS-UFC/215827
215828,UI Software Engineer - EA SPORTS™ UFC,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/UI-Software-Engineer-EA-SPORTS-UFC/215828
215829,Online Software Engineer - EA SPORTS™ UFC,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Online-Software-Engineer-EA-SPORTS-UFC/215829
215830,Systems Software Engineer - EA SPORTS™ UFC,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Systems-Software-Engineer-EA-SPORTS-UFC/215830
215831,Senior Gameplay Software Engineer - EA SPORTS™ UFC,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Senior-Gameplay-Software-Engineer-UFC/215831
215832,Online Software Engineer - EA SPORTS™ UFC,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Online-Software-Engineer-EA-SPORTS-UFC/215832
215833,Development Manager - EA SPORTS™ UFC,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Development-Manager-EA-SPORTS-UFC/215833
215834,Associate Producer - EA SPORTS™ UFC,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Associate-Producer-EA-SPORTS-UFC/215834
215835,Senior Software Engineering Manager - EA SPORTS™ UFC,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Senior-Software-Engineering-Manager-EA-SPORTS-UFC/215835
215836,Senior Software Engineer (.Net),"Vancouver, Canada",Regular Employee,CT - IT,https://jobs.ea.com/en_US/careers/JobDetail/Senior-Software-Engineer-Net/215836
215839,Technical Artist (DCC Tools) - EA SPORTS Technology,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/RFT-Technical-Artist-DCC-Tools-EA-SPORTS-Technology/215839
215840,Senior Technical Artist (Rigging) - EA SPORTS Technology,"Vancouver, Canada",Temporary Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Senior-Technical-Artist-Rigging-EA-SPORTS-Technology/215840
215841,Senior Software Engineer - Advanced Technology Group,"Vancouver, Canada",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Senior-Software-Engineer/215841
215853,Development Director - The Sims,"Bogota, Colombia",Regular Employee,EA Studios - Quality Verification,https://jobs.ea.com/en_US/careers/JobDetail/Development-Director-The-Sims/215853
215856,Project Manager - DevOps team,"Bucharest, Romania",Regular Employee,EA Studios - SPORTS,https://jobs.ea.com/en_US/careers/JobDetail/Project-Manager-DevOps-team/215856
